HHNR	ZPERS	AUSB	EINK	AUTOS	ZGDE
192000161100	2	0	5	1	192
192000179200	2	0	13	2	192
192000226600	3	0	19	2	192
192000232300	1	0	5	0	192
192000251800	2	0	7	1	192
192000254600	2	0	11	2	192
192000279300	3	0	7	0	192
192000322300	2	0	5	1	192
192000328300	2	0	11	1	192
192000328301	2	0	15	1	261
192000338700	2	0	5	1	192
192000344400	2	0	5	1	192
192000354400	1	0	7	1	192
193000010600	4	0	7	1	193
193000047300	2	0	11	1	193
193000059000	4	0	7	1	193
193000062900	2	0	13	2	193
193000082500	2	0	11	1	193
193000094000	1	0	13	1	193
193000097900	2	0	19	2	193
193000106200	1	0	11	0	193
193000145100	2	0	9	1	193
193000149600	1	0	5	1	193
193000167900	3	0	7	2	193
193000176600	5	0	9	1	193
193000192600	1	0	5	2	193
193000202500	1	0	19	0	193
193000208400	1	0	7	1	193
193000208600	2	0	7	2	193
193000218300	4	0	7	0	193
193000221800	2	0	5	2	193
193000227300	2	0	7	1	193
193000228000	1	0	9	2	193
193000228300	2	0	9	3	193
193000229500	2	0	19	3	193
193000233100	1	0	11	2	193
193000235000	2	0	3	1	193
193000239900	5	0	13	1	193
193000258800	5	0	13	1	193
193000266400	2	0	5	3	193
193000310900	1	0	5	0	193
193000328300	1	0	7	0	193
193000329900	1	0	5	1	193
193000343700	1	0	13	2	193
193000346900	3	0	9	1	195
193000348100	2	0	5	0	193
193000349600	3	0	11	2	193
194000001600	4	0	11	1	194
194000002900	2	0	11	3	194
194000008000	3	0	7	0	194
194000018100	3	0	17	1	194
194000026100	2	0	7	1	198
194000029700	4	0	9	0	194
194000057800	2	0	9	2	194
194000059400	1	0	5	1	194
194000063600	2	0	7	0	194
194000075800	1	0	7	1	194
194000089000	2	0	7	2	194
194000093000	2	0	9	1	194
194000105300	1	0	5	0	194
194000115300	1	0	9	2	194
194000116700	2	0	9	1	194
194000116701	1	0	5	2	2962
194000126100	2	0	11	0	198
194000128900	2	0	5	2	194
194000163900	2	0	5	1	194
194000188100	2	0	19	2	198
194000199700	2	0	7	1	194
194000199701	2	0	5	1	261
194000205300	1	0	5	1	194
195000016300	5	0	13	2	195
195000030800	5	0	15	1	195
195000033700	2	0	7	2	195
195000035600	2	0	13	0	195
195000045800	1	0	7	0	195
195000048400	3	0	11	2	195
195000058100	1	0	3	1	195
195000058400	2	0	11	1	195
195000060300	5	0	9	2	195
195000071100	6	0	11	2	195
195000076900	2	0	17	2	195
195000104200	1	0	7	1	195
195000117500	4	0	7	2	195
195000141100	5	0	11	1	195
195000148200	4	0	5	1	195
195000163800	2	0	9	1	195
195000184400	4	0	17	1	195
195000191900	2	0	5	1	195
195000204800	2	0	17	3	195
195000210200	2	0	7	1	195
195000227600	2	0	5	1	195
195000228900	2	0	7	1	195
195000253200	1	0	7	0	195
195000264100	4	0	15	1	195
195000266200	3	0	9	2	195
195000268600	3	0	19	0	195
195000271600	2	0	5	0	154
195000302300	2	0	15	3	195
195000309100	4	0	13	0	195
195000347300	2	0	5	2	195
195000355300	1	0	5	0	195
195000370400	1	0	19	1	195
195000382600	3	0	5	1	195
195000413400	3	0	17	3	195
196000010400	4	0	9	1	196
196000013500	1	0	19	2	196
196000043800	1	0	7	1	196
196000060600	2	0	13	2	196
196000060700	1	0	5	1	196
196000064300	1	0	7	1	196
196000087000	2	0	7	3	196
196000126500	4	0	7	1	196
196000133400	2	0	5	3	196
196000134100	4	0	13	3	196
196000135400	5	0	7	2	196
196000140000	6	0	11	1	196
197000006100	3	0	13	1	197
197000019400	2	0	3	1	197
197000055000	2	0	9	3	197
197000065600	3	0	9	0	197
197000073400	1	0	11	1	197
197000084900	4	0	9	2	197
197000103600	1	0	9	2	197
197000107000	1	0	11	3	197
197000108900	1	0	5	0	197
197000118400	2	0	15	2	197
197000126700	1	0	5	0	197
197000147300	2	0	7	1	197
197000158600	3	0	9	3	197
197000158700	3	0	9	1	197
197000168600	2	0	5	2	197
197000170300	4	0	9	1	197
197000182400	4	0	15	1	197
197000186000	4	0	7	1	197
197000200500	3	0	13	2	197
197000213900	1	0	7	2	197
198000011400	2	0	5	1	198
198000023600	5	0	15	1	198
198000073100	1	0	5	1	198
198000073101	1	0	11	1	4236
198000080500	2	0	7	1	198
198000119600	1	0	5	1	198
198000131600	2	0	5	1	198
198000135700	1	0	11	1	198
198000145100	1	0	3	1	198
198000146700	2	0	11	1	198
198000170500	2	0	7	1	198
198000170501	2	0	7	1	261
198000226300	3	0	15	0	198
198000242600	2	0	13	1	198
198000258400	3	0	19	0	198
198000259000	2	0	5	1	198
198000265100	1	0	13	2	198
198000282400	2	0	7	2	198
198000307200	2	0	7	1	198
198000311800	2	0	7	0	198
198000341600	1	0	5	3	198
198000353500	1	0	5	1	198
198000357400	2	0	7	1	198
198000364700	1	0	5	0	198
198000374000	1	0	5	0	198
198000385700	1	0	3	0	198
198000398400	1	0	7	1	198
198000408800	4	0	7	2	198
198000411500	2	0	9	2	198
198000412700	2	0	3	1	198
198000416800	1	0	11	1	198
198000429300	1	0	9	1	198
198000434300	4	0	7	3	198
198000438600	2	0	19	2	198
198000465100	2	0	7	2	198
198000473000	1	0	3	1	198
198000478300	2	0	9	1	198
198000484500	7	0	7	3	198
198000498000	3	0	5	2	198
198000498500	2	0	11	2	198
198000502900	2	0	7	1	198
198000506300	3	0	13	2	198
198000506400	2	0	19	1	198
198000517800	2	0	7	0	198
198000550500	2	0	7	1	198
198000572800	1	0	9	1	198
198000576500	2	0	19	1	198
198000636200	2	0	7	1	198
198000659600	2	0	5	0	198
198000672900	1	0	5	1	198
198000697600	1	0	13	1	194
198000739600	2	0	7	1	198
198000797900	1	0	5	1	198
198000821500	1	0	13	2	198
198000838700	2	0	7	2	198
198000865600	2	0	7	2	198
198000866100	2	0	9	1	198
198000881500	2	0	5	1	198
198000913000	2	0	13	1	198
198000920700	3	0	9	0	198
198000923500	1	0	11	0	198
198000949500	2	0	9	2	198
198000954100	1	0	7	1	198
198000958700	5	0	5	1	198
198000967200	4	0	9	2	198
198000990400	2	0	7	0	198
198001002900	4	0	9	0	198
198001003600	5	0	7	1	198
198001018500	1	0	5	0	198
198001020000	2	0	5	2	198
198001024000	2	0	9	1	198
198001033500	1	0	13	3	198
198001036800	1	0	13	3	198
198001044400	2	0	9	2	198
198001048300	2	0	11	0	198
198001057300	4	0	13	1	198
198001086500	2	0	7	0	198
198001113500	2	0	5	1	198
198001118600	2	0	15	1	198
198001132000	4	0	17	1	198
198001149000	4	0	11	2	198
198001150900	1	0	3	0	198
198001167100	2	0	11	2	198
198001173000	4	0	5	1	198
198001246800	2	0	13	1	198
198001266700	1	0	5	0	198
198001292700	3	0	15	3	198
198001299900	3	0	9	0	198
198001299901	3	0	15	2	261
198001302200	1	0	9	1	198
198001323300	1	0	7	2	198
198001329500	1	0	9	1	198
198001345900	1	0	11	2	198
198001348600	1	0	13	2	198
198001378300	2	0	5	0	198
198001390900	2	0	9	1	198
198001398800	4	0	11	0	198
198001398801	1	0	5	1	1061
198001401300	1	0	7	1	198
198001413200	3	0	7	2	198
198001423100	3	0	9	0	198
198001442800	2	0	9	1	198
198001446600	1	0	9	0	198
198001451500	3	0	13	2	198
198001455000	2	0	13	2	198
198001456900	1	0	5	0	198
199000003900	2	0	7	2	199
199000008800	1	0	13	2	199
199000015800	3	0	5	0	199
199000072700	3	0	7	2	199
199000082200	4	0	9	3	199
199000122900	5	0	11	1	197
199000130700	2	0	7	1	197
199000160600	2	0	7	3	199
199000176200	2	0	9	1	199
199000179400	1	0	3	0	199
199000180000	2	0	19	2	199
199000183900	2	0	7	1	199
199000190300	2	0	13	1	199
199000203800	2	0	5	1	199
199000225000	1	0	15	2	199
199000278800	2	0	7	1	199
199000297300	5	0	5	1	199
199000300200	1	0	9	1	199
199000316700	1	0	5	1	199
199000324600	5	0	7	1	199
199000329100	3	0	19	2	199
199000332300	2	0	11	2	199
199000395500	5	0	11	1	199
199000395700	4	0	11	2	199
199000399000	2	0	17	2	199
199000408000	1	0	9	1	199
199000411900	2	0	7	2	199
199000411901	2	0	5	1	261
199000413500	1	0	11	0	199
199000415100	1	0	7	1	199
199000426000	2	0	7	1	199
199000432400	4	0	11	1	199
199000453400	2	0	9	2	199
199000471300	4	0	11	2	199
199000480800	2	0	15	1	199
199000483800	2	0	9	2	199
199000484500	1	0	5	0	199
199000486200	1	0	3	0	199
199000522200	1	0	3	0	199
199000527700	2	0	9	1	199
199000532700	4	0	7	1	199
199000559000	1	0	9	2	199
199000565400	4	0	9	2	199
199000568700	3	0	17	2	199
199000573400	5	0	9	1	199
199000574900	2	0	19	3	199
199000578800	2	0	5	1	199
199000633000	2	0	5	1	199
199000644300	1	0	5	1	199
199000665500	4	0	13	1	199
199000691100	4	0	13	1	199
199000694600	3	0	9	2	199
199000710700	3	0	7	1	199
199000711900	3	0	9	3	199
199000726200	5	0	13	2	199
199000729100	1	0	19	1	199
200000019100	3	0	11	3	200
200000025000	4	0	9	1	200
200000029800	1	0	7	0	200
200000047200	1	0	5	1	200
200000048800	1	0	7	1	200
200000049600	1	0	11	0	200
200000053300	4	0	13	1	200
200000055400	2	0	9	2	200
200000058600	4	0	5	1	200
200000062300	3	0	11	2	200
200000067900	2	0	19	1	200
200000077500	1	0	5	0	200
200000092900	3	0	11	2	200
200000097800	2	0	15	2	200
200000162500	4	0	15	2	200
200000164600	3	0	11	2	200
200000165400	2	0	9	1	200
200000186700	2	0	11	2	200
200000193200	4	0	9	2	200
200000204900	2	0	11	2	200
200000237300	1	0	11	2	200
200000247000	3	0	13	1	200
200000250100	3	0	13	1	200
200000258900	2	0	5	2	200
200000263900	1	0	13	1	200
200000282200	4	0	11	3	200
200000293500	2	0	5	2	54
200000296300	2	0	7	2	200
200000297900	2	0	17	2	200
211000012700	2	0	7	2	4601
211000022000	2	0	7	1	211
212000012100	2	0	5	1	212
213000011600	2	0	7	2	213
213000021300	2	0	3	1	213
213000050900	2	0	9	1	213
213000057500	2	0	9	2	213
213000059200	4	0	9	1	213
213000059201	4	0	7	2	174
214000013900	4	0	5	2	214
214000034500	4	0	11	2	214
215000004200	1	0	11	1	215
215000007000	5	0	9	2	215
215000017000	2	0	17	2	215
216000002900	1	0	5	1	216
216000007100	4	0	7	2	216
216000034000	4	0	5	1	216
216000045500	4	0	9	2	216
216000046400	4	0	9	2	216
216000046600	2	0	17	2	216
217000013400	2	0	19	2	217
217000021000	4	0	5	3	217
217000024900	1	0	11	1	217
217000044000	1	0	7	0	217
217000046600	4	0	15	2	217
217000060900	4	0	19	1	217
217000068300	1	0	5	0	217
217000074600	1	0	11	1	217
217000093100	2	0	11	1	217
217000105500	2	0	9	1	217
217000111300	1	0	7	0	217
217000133900	2	0	9	2	217
217000135900	2	0	9	1	217
217000149600	1	0	5	0	217
217000164800	4	0	7	1	217
217000168900	1	0	7	0	217
217000174300	4	0	5	1	217
218000006900	1	0	7	1	218
218000032201	1	0	19	3	4421
219000016000	2	0	13	2	219
219000058300	2	0	7	3	219
219000063400	4	0	9	1	219
219000066200	2	0	9	1	219
219000106100	2	0	9	1	219
220000031100	1	0	11	1	220
220000041500	1	0	13	2	220
221000007700	3	0	17	1	221
221000010500	1	0	9	1	221
221000067700	1	0	9	1	221
223000014100	4	0	11	2	223
223000026500	1	0	9	2	223
223000026700	1	0	5	1	223
223000040500	2	0	7	0	223
223000050100	2	0	9	0	223
223000090300	3	0	7	1	223
223000103600	2	0	7	0	223
223000104900	2	0	5	1	223
223000111600	2	0	9	1	223
223000115400	2	0	13	2	223
223000123200	7	0	11	2	223
223000139700	4	0	13	1	223
223000146800	1	0	7	0	223
223000185800	2	0	11	1	223
223000188800	1	0	7	1	223
223000203000	3	0	11	1	223
224000001800	1	0	9	0	224
224000012100	6	0	11	0	224
224000027400	1	0	5	1	224
224000031000	6	0	17	3	224
224000031500	1	0	5	0	224
224000036400	3	0	7	1	224
224000061100	1	0	13	1	224
224000102000	4	0	9	2	224
224000105600	1	0	9	1	224
224000115200	1	0	7	0	224
224000122200	1	0	9	1	224
224000145000	1	0	5	1	224
225000000600	2	0	7	1	225
225000009000	2	0	5	2	225
225000020900	2	0	7	2	225
225000035200	2	0	7	1	225
225000038600	3	0	13	0	225
225000046100	1	0	11	1	225
225000061900	2	0	19	2	225
225000064600	4	0	11	2	225
225000070800	2	0	9	1	225
225000096100	1	0	11	2	225
225000096101	1	0	15	3	115
225000097000	2	0	17	2	225
225000097100	5	0	9	3	225
226000006500	3	0	11	1	226
226000018100	3	0	5	2	226
226000027600	2	0	9	1	222
227000027700	3	0	7	0	227
227000038500	4	0	7	1	227
227000053600	2	0	7	2	227
227000082600	1	0	5	0	227
227000089900	3	0	13	1	227
227000091600	5	0	7	1	227
227000098300	2	0	7	0	227
227000127200	4	0	11	3	227
227000130300	2	0	3	0	227
227000153900	1	0	9	0	227
227000164000	1	0	11	1	227
227000170200	3	0	5	3	227
227000171500	2	0	11	2	227
227000196100	2	0	7	2	227
227000212300	2	0	5	2	227
227000216500	2	0	9	2	227
227000216900	4	0	7	2	227
227000253100	3	0	7	2	227
227000261500	2	0	19	2	227
227000265900	1	0	3	1	227
227000279300	3	0	9	2	227
227000281800	4	0	11	2	227
227000282800	3	0	11	2	227
227000285900	3	0	7	1	227
227000294100	1	0	5	1	227
227000294800	2	0	7	0	227
228000005300	1	0	7	0	228
228000026800	1	0	9	1	228
228000038200	6	0	9	2	228
228000039000	1	0	7	2	228
228000056500	5	0	11	2	228
228000073900	2	0	7	2	228
228000081300	1	0	5	0	228
228000091700	1	0	5	0	228
228000103100	3	0	5	1	228
228000106600	1	0	7	1	228
228000121200	4	0	7	2	228
228000123100	4	0	11	1	228
228000125000	4	0	11	1	228
228000154100	3	0	11	1	228
228000155800	1	0	3	0	228
229000003100	1	0	3	1	229
229000010700	2	0	5	1	229
229000042000	4	0	7	3	229
229000057900	1	0	5	1	229
229000058000	1	0	5	1	229
229000060900	1	0	7	1	229
229000070800	1	0	3	0	229
229000076900	1	0	3	1	229
229000082200	2	0	7	0	229
229000090400	2	0	7	1	229
229000138700	2	0	17	1	229
229000159200	2	0	5	2	229
229000160800	3	0	7	1	229
229000176900	1	0	7	0	229
229000178400	1	0	9	1	229
230000013100	4	0	11	2	230
230000025600	1	0	11	1	230
230000072500	1	0	9	1	230
230000076700	2	0	9	0	230
230000076701	2	0	9	0	261
230000077200	1	0	13	2	230
230000082100	1	0	7	1	230
230000095400	1	0	19	1	230
230000103300	3	0	9	1	230
230000103301	3	0	7	2	216
230000115200	1	0	7	0	230
230000125800	1	0	11	0	230
230000129500	2	0	9	1	230
230000158800	4	0	13	1	230
230000185100	1	0	9	1	230
230000215000	1	0	9	1	230
230000231600	4	0	9	3	230
230000235500	1	0	11	1	230
230000246900	2	0	13	2	230
230000249600	2	0	11	1	230
230000259000	1	0	3	0	230
230000269700	1	0	13	2	230
230000274100	1	0	5	1	230
230000276900	2	0	7	2	230
230000290100	1	0	19	2	230
230000310200	2	0	7	1	230
230000317100	2	0	9	2	230
230000350300	5	0	13	2	230
230000356600	2	0	11	1	230
230000367700	4	0	9	1	230
230000368300	1	0	7	1	230
230000382300	1	0	3	1	230
230000382301	1	0	3	0	7
230000396100	3	0	9	2	230
230000397800	2	0	5	0	230
230000413300	1	0	5	0	230
230000413700	1	0	7	0	230
230000414200	1	0	5	0	230
230000415800	2	0	17	1	230
230000430800	1	0	9	1	230
230000436600	2	0	15	3	230
230000466300	5	0	9	2	230
230000519600	2	0	7	3	230
230000526200	1	0	7	2	230
230000527700	2	0	15	1	230
230000542900	2	0	7	1	230
230000558800	1	0	7	0	230
230000563000	4	0	15	2	230
230000565100	1	0	15	2	230
230000578900	2	0	13	2	230
230000579500	6	0	7	1	230
230000587600	6	0	11	1	230
230000598200	2	0	3	1	230
230000600600	1	0	7	1	230
230000605300	1	0	19	2	230
230000608800	3	0	7	1	230
230000623500	1	0	5	0	230
230000647300	1	0	5	0	230
230000659800	1	0	9	2	230
230000688800	4	0	9	3	230
230000694800	1	0	7	1	230
230000698700	1	0	9	1	230
230000705700	1	0	7	1	230
230000724200	1	0	5	1	230
230000738100	3	0	11	1	230
230000749200	1	0	9	0	230
230000760100	4	0	19	1	230
230000770700	2	0	11	1	230
230000778900	2	0	9	1	230
230000796900	2	0	15	1	230
230000801900	1	0	5	1	230
230000811100	1	0	3	0	230
230000844600	2	0	13	2	230
230000855900	2	0	7	0	230
230000860200	1	0	5	0	230
230000875000	1	0	3	1	230
230000880700	2	0	9	1	230
230000891500	1	0	11	1	230
230000896500	3	0	7	1	230
230000896501	3	0	9	2	62
230000908000	1	0	5	0	230
230000925000	1	0	15	2	230
230000937600	2	0	7	0	230
230000945800	1	0	7	1	230
230000979000	3	0	9	2	230
230000997800	4	0	15	1	230
230001007300	1	0	7	0	230
230001014300	4	0	9	0	230
230001019400	1	0	7	0	230
230001020800	3	0	9	1	230
230001045600	1	0	5	0	230
230001047900	1	0	13	2	230
230001069200	1	0	19	2	230
230001078800	4	0	19	1	230
230001081400	2	0	13	2	230
230001103000	4	0	7	1	230
230001111000	5	0	13	1	230
230001135700	5	0	9	1	230
230001136500	3	0	11	2	230
230001138500	1	0	7	1	230
230001142400	1	0	13	1	230
230001145300	1	0	5	0	230
230001148000	3	0	9	3	230
230001148001	3	0	15	2	4039
230001169100	2	0	5	1	230
230001170900	2	0	5	2	230
230001174000	1	0	5	0	230
230001174001	1	0	5	1	156
230001182800	1	0	5	0	230
230001184600	1	0	7	2	230
230001196600	3	0	7	1	230
230001204900	2	0	7	2	230
230001218300	1	0	3	1	230
230001220600	2	0	9	1	230
230001226100	1	0	7	1	230
230001229200	1	0	9	3	230
230001234200	2	0	7	2	230
230001239400	1	0	5	0	230
230001249600	2	0	5	1	230
230001269300	1	0	7	1	230
230001338100	4	0	9	1	230
230001372300	2	0	5	1	230
230001395200	4	0	11	2	230
230001399900	1	0	5	0	230
230001399901	1	0	3	0	1030
230001415300	3	0	9	2	230
230001421800	1	0	7	1	230
230001430200	1	0	5	1	230
230001473700	3	0	3	1	230
230001526700	2	0	5	2	230
230001540600	7	0	3	1	230
230001564900	1	0	9	0	230
230001575000	1	0	7	0	230
230001607600	1	0	9	0	230
230001609800	4	0	13	0	230
230001609801	4	0	11	3	4045
230001613800	2	0	11	1	230
230001640700	2	0	19	1	230
230001652800	3	0	13	2	230
230001697900	1	0	7	0	230
230001704400	4	0	13	1	230
230001709000	4	0	9	1	230
230001728500	3	0	3	1	230
230001728600	1	0	13	1	230
230001748300	3	0	19	3	230
230001759800	4	0	5	2	230
230001759801	1	0	13	3	6617
230001765800	2	0	7	1	230
230001767900	3	0	15	2	230
230001798700	1	0	5	1	230
230001799600	1	0	7	1	230
230001813800	2	0	9	0	230
230001830700	4	0	19	2	230
230001841900	3	0	9	2	230
230001858600	6	0	7	3	230
230001882000	1	0	5	0	230
230001912800	1	0	5	1	230
230001932600	2	0	13	2	230
230001942200	1	0	13	2	230
230001952800	2	0	17	1	230
230001988500	3	0	13	2	230
230002009600	1	0	9	1	230
230002012100	1	0	15	1	230
230002021400	1	0	5	1	230
230002034600	1	0	15	2	230
230002058100	2	0	19	3	230
230002083500	5	0	13	2	230
230002083501	5	0	11	2	90
230002103900	1	0	17	2	230
230002122500	3	0	9	2	230
230002122501	1	0	9	2	3203
230002125700	2	0	11	2	230
230002136100	1	0	9	1	230
230002138600	2	0	9	1	230
230002140800	1	0	19	2	230
230002144200	4	0	9	2	230
230002161800	1	0	7	0	230
230002169900	2	0	7	0	230
230002177700	1	0	5	0	230
230002194500	2	0	11	2	230
230002209500	1	0	5	1	230
230002214400	4	0	13	1	230
230002221500	3	0	11	2	230
230002238100	1	0	11	1	230
230002262500	3	0	19	1	230
230002271800	1	0	7	2	230
230002274500	2	0	15	1	230
230002279500	1	0	7	1	230
230002303300	2	0	7	1	230
230002308800	4	0	11	2	230
230002314900	4	0	5	2	230
230002317300	1	0	11	0	230
230002320200	2	0	13	2	230
230002320700	1	0	5	0	230
230002346300	2	0	5	2	230
230002352700	1	0	13	1	230
230002386700	1	0	19	0	230
230002386900	1	0	9	1	230
230002397600	1	0	13	2	230
230002422500	1	0	7	1	230
230002439200	2	0	19	2	230
230002439201	2	0	19	1	250
230002440500	3	0	9	2	230
230002446500	1	0	17	3	230
230002455400	4	0	9	1	230
230002455700	1	0	5	1	230
230002459000	2	0	13	1	230
230002463500	3	0	7	0	230
230002481500	6	0	7	1	230
230002511900	3	0	11	2	230
230002539500	2	0	7	1	230
230002548400	1	0	5	0	230
230002552800	1	0	5	0	230
230002566300	3	0	11	0	230
230002572900	1	0	5	0	230
230002575000	1	0	5	1	230
230002584400	3	0	15	1	230
230002584401	1	0	9	0	4566
230002607900	1	0	9	0	230
230002609000	4	0	13	3	230
230002619000	1	0	5	0	230
230002622700	4	0	7	2	230
230002631700	1	0	15	2	230
230002634800	2	0	7	0	230
230002635100	5	0	7	0	230
230002648900	2	0	5	0	230
230002654100	5	0	13	1	230
230002676700	5	0	7	1	230
230002707900	1	0	9	2	230
230002707901	1	0	17	2	4209
230002737100	1	0	11	2	230
230002739300	4	0	5	1	230
230002747000	3	0	9	1	230
230002752500	1	0	3	0	230
230002755100	2	0	19	1	230
230002755101	2	0	7	1	261
230002760600	3	0	15	2	230
230002766800	1	0	7	2	230
230002802600	1	0	11	0	230
230002819700	2	0	7	2	230
230002820400	4	0	13	2	230
230002830000	3	0	11	1	230
230002844100	3	0	5	1	230
230002845000	6	0	9	1	230
230002848100	1	0	5	1	230
230002850600	1	0	5	1	230
230002850900	2	0	3	1	230
230002853400	1	0	13	2	230
230002873800	1	0	7	1	230
230002873801	1	0	5	1	1703
230002905000	1	0	15	2	230
230002916900	2	0	11	1	230
230002935700	1	0	5	1	230
230002972300	3	0	11	0	230
230002978200	1	0	3	1	230
230002979001	3	0	5	1	4093
230003000500	4	0	9	1	230
230003005800	6	0	9	1	230
230003032400	1	0	3	3	230
230003049100	6	0	11	2	230
230003062500	1	0	11	1	230
230003070000	3	0	9	1	230
230003090300	2	0	9	0	230
230003110800	1	0	17	3	230
230003132400	1	0	5	1	230
230003141500	1	0	7	1	230
230003141900	4	0	7	2	230
230003141901	4	0	11	1	115
230003154100	1	0	9	0	230
230003180900	2	0	7	1	230
230003184800	2	0	7	2	230
230003202200	1	0	5	0	230
230003219200	2	0	5	1	230
230003226700	2	0	3	0	230
230003229800	1	0	7	0	230
230003234200	2	0	7	1	230
230003247100	1	0	7	2	230
230003262100	2	0	9	1	230
230003277700	2	0	11	1	230
230003277900	3	0	5	1	230
230003279700	3	0	15	2	230
230003281200	3	0	5	3	230
230003289700	3	0	7	0	230
230003308500	2	0	5	1	230
230003312100	4	0	9	1	230
230003326000	1	0	13	1	230
230003340900	1	0	5	0	230
230003352400	3	0	7	1	230
230003352700	4	0	5	1	230
230003357100	2	0	13	2	230
230003359600	2	0	7	2	230
230003363700	2	0	5	1	230
230003375600	1	0	5	2	230
230003379500	4	0	7	1	230
230003391300	1	0	5	0	230
230003391301	1	0	5	0	227
230003413000	1	0	17	1	230
230003443500	1	0	7	0	230
230003445100	1	0	5	1	230
230003461900	3	0	9	2	230
230003467500	1	0	9	0	230
230003492300	2	0	5	2	230
230003492700	3	0	17	2	230
230003500100	2	0	5	1	230
230003509600	2	0	19	0	230
230003525100	2	0	7	1	230
230003527800	1	0	11	2	230
230003559700	3	0	7	0	230
230003563000	2	0	7	2	230
230003564100	2	0	7	2	230
230003587500	2	0	11	1	230
230003633700	1	0	7	1	230
230003635000	1	0	9	2	230
230003635700	1	0	3	0	230
230003642100	2	0	7	0	230
230003652100	2	0	11	2	230
230003683100	2	0	7	0	230
230003685000	1	0	5	0	230
230003692400	3	0	19	2	230
230003700000	4	0	15	1	230
230003728700	1	0	5	0	230
230003736100	2	0	5	1	230
230003748100	4	0	11	2	230
230003762100	2	0	11	2	230
230003777300	3	0	7	1	230
230003785900	1	0	13	2	230
230003786000	1	0	7	1	230
230003793400	4	0	9	2	230
230003805800	2	0	7	0	230
230003811300	2	0	5	2	230
230003812300	3	0	7	1	230
230003814300	1	0	15	2	230
230003820100	1	0	9	1	230
230003822500	2	0	17	1	230
230003844200	5	0	7	1	230
230003851200	4	0	13	2	230
230003861100	1	0	5	1	230
230003868500	2	0	5	2	230
230003884100	1	0	7	1	230
230003900700	1	0	7	1	230
230003908400	1	0	11	0	230
230003910200	1	0	5	0	230
230003914700	4	0	11	1	230
230003923700	2	0	7	2	230
230003929500	1	0	9	2	230
230003933500	3	0	7	3	230
230003935300	3	0	7	1	230
230003942800	3	0	17	1	230
230003942801	3	0	7	1	151
230003981300	4	0	13	2	230
230003992200	1	0	13	1	230
230004003000	7	0	17	2	230
230004019700	4	0	5	0	230
230004024500	3	0	9	0	230
230004028400	2	0	13	2	230
230004032900	4	0	7	1	219
230004032901	4	0	9	3	4033
230004054700	1	0	7	0	230
230004074700	2	0	7	1	230
230004080500	4	0	19	3	230
230004096500	2	0	11	0	230
230004104000	1	0	7	0	230
230004104600	2	0	5	1	230
230004114900	2	0	9	2	230
230004115600	3	0	5	3	230
230004153600	3	0	11	1	230
230004167200	3	0	5	2	230
230004191100	4	0	7	3	230
230004191700	9	0	9	1	230
230004195100	2	0	9	0	230
230004201200	6	0	9	1	230
230004204600	2	0	15	2	230
230004209000	2	0	15	3	230
230004218500	1	0	5	3	230
230004224000	2	0	7	1	230
230004244100	2	0	9	1	230
230004249900	3	0	9	1	230
230004261700	1	0	7	3	230
230004284200	2	0	5	1	230
230004293700	1	0	11	2	230
230004295500	2	0	9	2	230
230004305401	6	0	13	1	261
230004311900	1	0	7	0	230
230004319900	2	0	19	2	230
230004330500	2	0	13	2	230
230004346400	1	0	11	1	230
230004355300	1	0	9	1	230
230004362600	4	0	11	2	230
230004370400	1	0	17	2	230
230004370700	1	0	5	1	230
230004373200	2	0	7	1	230
230004413500	2	0	13	2	230
230004423600	1	0	7	2	230
230004446700	2	0	9	1	230
230004465100	2	0	9	2	230
230004471500	1	0	19	2	230
230004496800	1	0	7	2	230
230004505000	6	0	9	2	230
230004510300	1	0	5	1	230
230004515800	1	0	13	1	230
230004517900	2	0	19	2	230
230004538600	3	0	11	1	230
230004541300	2	0	9	2	230
230004557300	5	0	15	1	230
230004557400	3	0	9	1	230
230004596400	2	0	9	1	230
230004639500	2	0	9	0	230
230004648300	5	0	5	0	230
231000001500	2	0	9	1	231
231000005800	1	0	7	0	231
231000012500	1	0	7	1	231
231000015200	1	0	7	1	231
231000015600	1	0	13	1	231
231000020400	2	0	11	2	231
231000030200	6	0	9	2	231
231000078400	4	0	11	2	231
231000081000	3	0	7	2	231
231000081700	6	0	7	2	231
231000084200	4	0	5	0	231
231000097300	2	0	7	1	231
231000116900	1	0	11	2	231
231000130900	2	0	11	1	231
231000132000	1	0	7	0	231
231000132100	2	0	11	2	231
231000138400	2	0	11	2	231
231000155900	2	0	7	1	231
231000157100	3	0	19	1	231
231000157101	3	0	11	1	261
231000160600	2	0	5	0	231
231000171100	3	0	5	0	231
231000183000	1	0	5	0	231
231000183001	1	0	9	1	261
231000188600	2	0	5	1	231
231000193800	1	0	5	0	231
231000194800	1	0	7	1	231
241000012700	1	0	15	1	241
241000047500	4	0	9	1	241
242000020200	1	0	13	2	242
242000020700	1	0	5	0	242
242000032700	4	0	7	1	242
242000056000	1	0	11	1	242
242000077200	2	0	11	1	242
242000086500	1	0	5	0	242
242000146200	2	0	7	1	242
242000153200	2	0	5	1	242
242000159300	1	0	7	0	242
242000179700	2	0	17	3	242
242000191000	3	0	13	2	242
242000198500	3	0	7	2	242
242000199500	2	0	7	1	242
242000222200	1	0	17	1	242
243000001900	4	0	7	2	243
243000002800	4	0	5	2	243
243000022000	3	0	19	2	243
