HHNR	ZPERS	AUSB	EINK	AUTOS	ZGDE
261011523400	2	0	5	0	261
261011534200	3	0	7	1	261
261011546400	3	0	11	0	261
261011564700	1	0	9	2	261
261011582400	1	0	5	2	261
261011606000	4	0	11	1	261
261011607900	1	0	17	2	261
261011630900	1	0	13	2	261
261011639900	4	0	15	2	261
261011642100	2	0	5	1	261
261011642101	2	0	9	0	261
261011663300	2	0	11	2	261
261011663500	1	0	3	0	261
261011684200	2	0	7	1	261
261011685600	1	0	9	1	261
261011686200	3	0	11	2	261
261011698100	3	0	11	0	261
261011703100	2	0	7	1	261
261011706900	1	0	11	1	261
261011720200	2	0	13	0	261
261011722000	1	0	11	0	261
261011766600	2	0	19	1	261
261011775000	2	0	5	2	261
261011793600	1	0	5	1	261
261011794000	1	0	5	0	261
261011798400	2	0	7	2	261
261011799500	4	0	19	2	261
261011845600	2	0	19	0	261
261011850000	2	0	13	3	261
261011850400	1	0	5	0	261
261011891100	4	0	15	1	261
261011913100	2	0	11	0	261
261011915000	2	0	9	1	261
261011917600	2	0	15	0	261
261011917601	2	0	7	3	1032
261011940100	3	0	13	1	261
261011960600	1	0	11	1	261
261011962100	1	0	5	1	261
261011965500	1	0	3	0	261
261011976700	2	0	9	2	261
261011980400	1	0	7	0	261
261012014700	1	0	7	1	261
261012036200	3	0	19	1	261
261012036900	3	0	7	0	261
261012088700	1	0	3	0	261
261012100000	1	0	3	1	261
261012100100	1	0	5	1	261
261012119700	1	0	7	1	261
261012123500	1	0	7	1	261
261012141400	3	0	15	2	261
261012156800	3	0	7	0	261
261012157800	2	0	5	1	261
261012210900	1	0	13	1	261
261012213400	1	0	19	2	261
261012221200	1	0	5	1	261
261012226000	1	0	19	3	261
261012229700	2	0	11	1	261
261012243300	3	0	3	0	261
261012248600	3	0	7	2	261
261012248601	3	0	9	1	116
261012257700	1	0	5	1	261
261012331800	3	0	7	0	261
261012342400	1	0	9	2	261
261012354900	1	0	11	1	261
261012355400	2	0	7	1	261
261012356300	1	0	5	1	261
261012363600	1	0	5	1	261
261012382100	1	0	9	1	261
261012391600	1	0	11	1	261
261012410700	1	0	5	0	261
261012417700	2	0	3	1	261
261012417800	2	0	7	0	261
261012418200	1	0	11	0	261
261012446600	1	0	7	1	261
261012471600	1	0	5	0	261
261012478400	1	0	7	3	261
261012504900	1	0	9	0	261
261012533000	4	0	11	1	261
261012543200	1	0	9	2	261
261012575500	2	0	7	0	261
261012577800	3	0	5	1	261
261012583200	1	0	5	0	261
261012602600	1	0	5	0	261
261012652200	2	0	13	1	261
261012654500	1	0	5	0	261
261012664300	3	0	5	2	261
261012666700	1	0	11	1	261
261012674700	1	0	15	2	261
261012677800	2	0	11	2	261
261012693900	1	0	13	1	261
261012697400	2	0	13	1	261
261012745700	1	0	17	1	261
261012752500	1	0	5	0	261
261012771900	1	0	13	3	261
261012772900	1	0	7	1	261
261012775400	1	0	9	3	261
261012816200	1	0	9	1	261
261012857400	2	0	7	1	261
261012862300	1	0	7	1	261
261012865000	1	0	11	2	261
261012876800	2	0	9	2	261
261012878600	1	0	3	2	261
261012888400	2	0	7	1	261
261012908100	2	0	7	1	261
261012913200	3	0	13	1	261
261012939500	2	0	19	1	261
261012940900	1	0	11	2	261
261012963100	2	0	9	2	261
261012974400	2	0	7	1	261
261012976800	1	0	13	1	261
261012991000	3	0	7	1	261
261013003200	1	0	5	1	261
261013066200	1	0	11	1	261
261013074000	1	0	7	1	261
261013088900	3	0	7	2	261
261013089400	5	0	19	1	261
261013089401	1	0	5	2	1037
261013100600	1	0	9	1	261
261013107400	4	0	11	1	261
261013108600	2	0	13	2	261
261013113400	2	0	5	2	261
261013121600	2	0	5	2	261
261013127700	1	0	5	1	261
261013135100	5	0	19	1	261
261013141600	1	0	5	0	261
261013146701	4	0	5	3	117
261013147300	4	0	9	1	261
261013153400	6	0	7	1	261
261013212300	3	0	7	1	261
261013248800	1	0	15	0	261
261013252200	2	0	9	1	261
261013266000	2	0	9	1	261
261013268100	2	0	9	0	261
261013290200	2	0	15	3	261
261013292100	2	0	13	2	261
261013299500	2	0	7	1	261
261013304500	3	0	11	2	261
261013305800	1	0	5	0	261
261013306600	2	0	5	1	261
261013319000	2	0	11	1	261
261013333000	3	0	15	1	261
261013336400	1	0	19	2	261
261013348100	1	0	5	0	261
261013353800	2	0	9	2	261
261013370600	2	0	5	2	261
261013375100	2	0	13	3	261
261013379400	3	0	5	1	261
261013388200	1	0	9	1	261
261013416800	4	0	17	1	261
261013423500	1	0	11	1	261
261013434800	2	0	5	0	261
261013456900	2	0	9	1	261
261013555300	2	0	7	1	261
261013559400	1	0	5	1	261
261013576800	3	0	5	1	261
261013581000	4	0	7	1	261
261013591000	1	0	5	0	261
261013605000	2	0	11	1	261
261013607000	4	0	7	1	261
261013610700	4	0	13	2	261
261013618800	5	0	13	1	261
261013673400	1	0	7	0	261
261013678900	1	0	7	0	261
261013683600	2	0	9	2	261
261013685600	4	0	11	1	261
261013690000	4	0	13	3	261
261013708000	3	0	7	2	261
261013708800	1	0	7	1	261
261013708801	1	0	7	0	261
261013709000	2	0	13	2	261
261013709001	1	0	19	2	2771
261013714100	1	0	7	0	261
261013714700	2	0	9	1	261
261013719700	2	0	11	0	261
261013733800	1	0	13	2	261
261013754700	2	0	9	1	261
261013755400	1	0	7	0	261
261013761700	3	0	5	0	261
261013769800	2	0	9	1	261
261013780400	1	0	13	2	261
261013789500	6	0	5	1	261
261013797400	1	0	5	0	261
261013799200	2	0	17	2	261
261013805100	2	0	5	1	261
261013809400	1	0	7	0	261
261013857700	1	0	5	1	261
261013858100	3	0	9	0	261
261013863200	3	0	13	2	261
261013870700	1	0	7	1	261
261013886700	2	0	11	0	261
261013898800	4	0	9	1	261
261013899100	2	0	17	2	261
261013899900	2	0	11	0	261
261013902200	1	0	5	1	261
261013917700	2	0	9	1	261
261013929000	1	0	13	2	261
261013936700	2	0	9	2	261
261013937700	1	0	13	1	261
261013966600	3	0	7	3	261
261013973500	1	0	5	1	261
261013988100	1	0	11	1	261
261014013000	1	0	5	1	261
261014016100	2	0	7	1	261
261014042500	1	0	5	0	261
261014050500	1	0	3	1	261
261014072500	2	0	11	0	261
261014100800	2	0	9	1	261
261014101600	1	0	7	2	261
261014111000	2	0	15	1	261
261014121700	3	0	9	1	261
261014123900	1	0	7	0	261
261014128200	4	0	9	1	261
261014151100	3	0	9	3	261
261014160100	2	0	7	1	261
261014177800	1	0	17	3	261
261014180500	3	0	7	2	261
261014181500	1	0	3	0	261
261014185200	1	0	13	1	261
261014198400	1	0	7	1	261
261014204400	2	0	19	2	261
261014214800	1	0	7	0	261
261014224200	2	0	5	2	261
261014224201	2	0	19	2	230
261014225900	1	0	3	0	261
261014252600	5	0	13	2	261
261014253800	2	0	9	1	261
261014270600	1	0	5	0	261
261014272200	3	0	7	1	261
261014283100	6	0	7	1	261
261014294200	1	0	9	0	261
261014304500	1	0	7	1	261
261014304501	1	0	9	0	242
261014312800	2	0	7	3	261
261014327900	1	0	7	0	261
261014333100	1	0	13	2	261
261014335700	4	0	13	1	261
261014436400	1	0	7	0	261
261014445600	1	0	5	0	261
261014446000	4	0	15	2	261
261014448900	1	0	5	1	261
261014457700	3	0	7	2	261
261014471700	1	0	5	1	261
261014480200	2	0	11	2	261
261014513800	1	0	13	2	261
261014517000	1	0	9	1	261
261014518400	4	0	7	2	261
261014534800	1	0	5	0	261
261014536100	1	0	11	0	261
261014536300	3	0	13	2	261
261014537600	3	0	9	1	261
261014564300	2	0	5	1	261
261014573300	1	0	3	0	261
261014604400	4	0	9	1	261
261014607800	1	0	5	1	261
261014634500	1	0	3	0	261
261014655800	2	0	7	1	261
261014661300	2	0	11	1	261
261014665000	2	0	11	1	97
261014681300	3	0	7	0	261
261014682300	3	0	5	1	261
261014706000	1	0	7	0	261
261014746900	3	0	17	3	261
261014756500	3	0	11	1	261
261014775700	4	0	11	1	261
261014790700	2	0	5	1	261
261014800200	3	0	7	0	261
261014801300	2	0	5	1	261
261014808900	2	0	7	1	261
261014836700	2	0	7	1	261
261014840200	1	0	9	1	261
261014847500	3	0	13	0	261
261014857300	1	0	11	1	261
261014872700	1	0	5	0	261
261014891900	2	0	9	1	261
261014916400	1	0	19	3	261
261014929900	1	0	13	2	261
261014939100	1	0	11	1	261
261014941100	3	0	13	3	261
261014966500	2	0	13	1	261
261014970000	1	0	7	2	261
261014980900	4	0	11	1	261
261014999500	2	0	11	0	261
261015010500	1	0	11	1	261
261015023600	2	0	13	1	261
261015058400	2	0	11	1	261
261015078100	2	0	5	0	261
261015084900	5	0	7	2	261
261015110000	1	0	5	1	261
261015114800	2	0	15	1	261
261015142200	3	0	11	1	261
261015156400	1	0	7	2	261
261015176800	1	0	11	1	261
261015179400	1	0	19	0	261
261015189600	1	0	15	3	261
261015197000	2	0	9	1	261
261015201200	1	0	19	3	261
261015229200	1	0	17	1	261
261015255000	4	0	9	1	261
261015270000	1	0	7	0	261
261015280500	3	0	11	2	261
261015281700	1	0	7	1	261
261015281900	1	0	9	2	261
261015315200	1	0	15	2	261
261015318300	2	0	11	0	261
261015325200	3	0	7	1	261
261015332400	2	0	9	1	261
261015338500	2	0	9	1	261
261015344800	1	0	7	2	261
261015346200	1	0	5	2	261
261015349500	5	0	19	2	261
261015355200	1	0	9	2	261
261015364500	3	0	11	1	261
261015370900	2	0	9	1	261
261015376800	2	0	11	1	261
261015384800	1	0	5	1	261
261015401800	4	0	7	2	261
261015415700	4	0	13	0	261
261015417300	4	0	15	2	261
261015430000	1	0	5	1	261
261015447300	2	0	11	0	261
261015449500	3	0	13	1	261
261015454800	2	0	9	1	261
261015460000	2	0	9	1	261
261015466600	2	0	17	1	261
261015513100	1	0	9	1	261
261015523900	7	0	13	1	261
261015534200	5	0	11	2	261
261015536400	3	0	7	1	261
261015553200	6	0	7	1	261
261015577000	3	0	7	2	261
261015579100	1	0	9	1	261
261015601300	2	0	7	1	261
261015610800	1	0	9	2	261
261015626200	2	0	15	0	261
261015639300	3	0	5	1	261
261015678300	4	0	13	2	261
261015683800	2	0	15	2	261
261015684400	2	0	11	1	261
261015710500	1	0	9	1	261
261015745700	1	0	5	1	261
261015746200	1	0	9	1	261
261015749500	4	0	19	2	261
261015777000	1	0	9	1	261
261015781300	3	0	7	1	261
261015781301	3	0	11	2	53
261015781900	1	0	3	0	261
261015786000	2	0	13	1	261
261015797200	2	0	9	3	261
261015797800	1	0	5	0	261
261015803900	1	0	5	2	261
261015807900	1	0	11	1	261
261015809400	3	0	9	1	261
261015815500	4	0	11	1	261
261015821700	4	0	9	1	261
261015822300	3	0	9	2	261
261015826000	3	0	3	1	261
261015835200	2	0	9	1	261
261015846400	3	0	19	2	261
261015858200	2	0	7	1	261
261015859000	2	0	7	0	261
261015872700	1	0	11	0	261
261015876000	3	0	7	0	261
261015887500	1	0	19	1	261
261015900100	1	0	9	1	261
261015908300	2	0	7	0	261
261015909300	2	0	11	1	261
261015928000	1	0	9	1	261
261015933800	3	0	9	2	69
261015941300	3	0	9	0	69
261015941301	3	0	11	0	4203
261015947000	2	0	5	1	69
261015972700	2	0	13	1	261
261015976300	2	0	7	2	261
261015986000	5	0	13	2	261
261015991900	2	0	11	1	261
261015991901	2	0	5	1	4075
261015995000	2	0	3	0	261
261016001400	2	0	7	0	261
261016009400	1	0	11	1	261
261016023300	5	0	11	2	261
261016036600	6	0	15	1	261
261016083100	1	0	5	1	261
261016089000	1	0	5	0	261
261016095200	2	0	5	1	261
261016125000	1	0	13	2	261
261016130600	1	0	13	3	261
261016136400	1	0	7	1	261
261016136401	1	0	5	0	139
261016175100	2	0	17	1	261
261016186200	1	0	3	0	261
261016188900	4	0	9	1	261
261016201600	2	0	11	3	261
261016209200	1	0	13	2	261
261016238700	2	0	7	1	261
261016251700	1	0	7	0	261
261016257900	6	0	11	3	261
261016263100	1	0	13	0	261
261016272300	4	0	7	1	261
261016283500	6	0	3	1	261
261016296300	3	0	7	1	261
261016318400	4	0	7	0	261
261016361300	4	0	7	2	261
261016363000	2	0	15	1	261
261016385500	3	0	5	2	261
261016386000	2	0	7	2	261
261016393300	4	0	7	0	261
261016402300	1	0	5	1	191
261016417200	1	0	11	2	261
261016422600	2	0	7	0	261
261016422800	2	0	9	3	261
261016458700	1	0	11	2	261
261016460400	2	0	13	1	261
261016488600	1	0	9	2	261
261016491300	3	0	9	2	261
261016501901	1	0	15	1	1089
261016533000	1	0	5	1	261
261016551700	1	0	5	0	261
261016556100	1	0	5	1	261
261016557200	2	0	19	1	261
261016576300	1	0	5	1	261
261016582900	1	0	15	1	261
261016587200	2	0	11	1	261
261016618600	2	0	7	1	261
261016634100	3	0	3	0	261
261016640100	1	0	9	1	261
261016643200	3	0	7	2	261
261016649700	3	0	9	1	261
261016680400	4	0	9	1	261
261016680500	2	0	7	1	261
261016689500	2	0	9	0	261
261016698800	2	0	17	2	261
261016700200	3	0	5	2	261
261016709200	2	0	9	1	261
261016739700	5	0	5	1	261
261016751100	3	0	7	3	261
261016773500	1	0	11	1	261
261016788900	1	0	7	0	261
261016794100	1	0	15	1	261
261016834400	1	0	11	1	261
261016860100	4	0	13	3	261
261016868400	1	0	7	1	261
261016902800	1	0	13	2	261
261016908400	1	0	9	1	261
261016939400	5	0	9	2	261
261016955100	3	0	13	1	261
261016971200	1	0	5	0	261
261016974900	4	0	9	0	261
261016975200	2	0	5	1	261
261016992200	3	0	5	1	261
261016999400	2	0	9	1	261
261017022000	3	0	7	2	261
261017022900	4	0	7	1	261
261017033900	4	0	9	2	261
261017064400	2	0	7	2	261
261017067000	1	0	5	0	261
261017105500	1	0	9	1	261
261017154000	3	0	13	0	261
261017190300	1	0	7	1	261
261017204900	5	0	9	1	261
261017227300	3	0	5	1	261
261017251300	2	0	11	1	261
261017265700	2	0	9	1	261
261017265800	4	0	5	1	261
261017277400	2	0	9	0	261
261017284100	2	0	7	2	261
261017293000	2	0	15	0	261
261017300100	2	0	7	2	261
261017300800	2	0	9	1	261
261017315900	5	0	7	2	261
261017319100	1	0	7	1	261
261017329300	4	0	11	2	261
261017338100	3	0	5	2	261
261017347300	2	0	5	2	261
261017361800	2	0	7	0	261
261017372600	1	0	7	1	261
261017405800	2	0	5	1	261
261017411700	4	0	11	1	261
261017411701	4	0	13	2	4023
261017472600	1	0	13	2	261
261017475700	2	0	7	0	261
261017499100	2	0	7	1	261
261017501900	1	0	15	1	261
261017509100	1	0	5	1	261
261017516200	4	0	15	1	261
261017532300	2	0	7	0	261
261017538700	5	0	9	1	261
261017549400	3	0	7	0	261
261017555100	4	0	13	2	261
261017559800	3	0	13	2	261
261017572700	2	0	9	1	261
261017573300	2	0	17	2	261
261017576200	2	0	5	1	261
261017576300	2	0	5	1	261
261017576500	2	0	15	1	261
261017579500	2	0	5	0	261
261017584200	2	0	7	1	261
261017586400	1	0	7	1	261
261017594000	2	0	13	0	261
261017598500	2	0	9	1	261
261017621200	1	0	15	1	261
261017621201	1	0	7	1	3
261017624000	3	0	7	1	261
261017627700	2	0	9	2	261
261017663400	2	0	5	2	261
261017678600	3	0	9	1	261
261017684800	2	0	13	0	261
261017688300	1	0	7	1	261
261017689100	2	0	13	2	261
261017690300	1	0	15	3	261
261017710700	2	0	9	2	261
261017711700	2	0	13	2	261
261017711701	2	0	19	2	248
261017728200	1	0	5	2	261
261017734400	4	0	11	1	261
261017808200	2	0	11	1	261
261017820700	1	0	7	1	261
261017821600	1	0	5	0	261
261017842300	2	0	11	2	261
261017855600	3	0	9	1	261
261017857400	2	0	7	2	261
261017877200	4	0	5	0	261
261017877300	4	0	3	1	261
261017903600	3	0	7	2	261
261017921300	4	0	9	1	261
261017922300	1	0	5	0	261
261017932500	4	0	7	3	261
261017933700	5	0	13	2	261
261017944400	2	0	13	1	261
261017946000	1	0	11	0	261
261017948800	1	0	9	2	261
261017949500	2	0	5	1	261
261017951500	5	0	5	1	261
261017964500	3	0	5	0	261
261018004500	2	0	9	1	261
261018025300	1	0	7	0	261
261018028500	2	0	5	1	261
261018029000	1	0	5	0	261
261018043400	1	0	11	2	261
261018043401	1	0	11	3	192
261018053300	2	0	3	1	261
261018058100	4	0	13	2	261
261018074200	2	0	9	1	261
261018082100	2	0	5	1	261
261018140800	4	0	7	2	261
261018154400	2	0	11	1	261
261018170600	5	0	19	2	261
261018176700	2	0	9	2	261
261018181600	3	0	5	1	261
261018181601	3	0	11	2	1709
261018208500	1	0	3	0	261
261018285000	2	0	13	2	261
261018285001	2	0	7	1	4063
261018291100	3	0	9	2	261
261018294700	1	0	11	2	261
261018319200	1	0	13	1	261
261018325100	1	0	9	0	261
261018325700	1	0	13	0	261
261018356800	4	0	9	0	261
261018359300	4	0	9	1	261
261018416600	2	0	7	1	261
261018466600	1	0	3	0	261
261018478300	3	0	9	2	261
261018513000	2	0	11	1	261
261018525100	2	0	5	2	261
261018544000	1	0	7	1	261
261018562400	1	0	11	1	261
261018569500	4	0	7	2	261
261018600300	1	0	9	2	261
261018602700	1	0	11	0	261
261018619100	1	0	5	0	261
261018630800	4	0	19	1	261
261018640100	2	0	7	1	261
261018645600	2	0	15	2	261
261018655800	1	0	7	0	261
261018661000	1	0	7	1	261
261018668600	1	0	7	0	261
261018668900	1	0	5	0	261
261018672800	1	0	5	1	261
261018680200	4	0	11	0	261
261018681600	1	0	5	1	261
261018696600	2	0	11	2	261
261018717400	2	0	19	0	261
261018723400	1	0	7	0	261
261018726100	1	0	3	0	261
261018760400	2	0	9	1	261
261018793700	3	0	15	1	9050
261018799200	3	0	7	1	261
261018809100	1	0	11	2	261
261018823400	4	0	9	2	261
261018828500	2	0	5	1	261
261018858400	4	0	15	1	261
261018869800	2	0	19	2	245
261018874700	2	0	11	1	261
261018884200	2	0	11	1	261
261018889000	1	0	9	2	261
261018889100	1	0	13	1	261
261018890200	2	0	5	2	261
261018896600	1	0	7	1	261
261018897000	1	0	5	1	261
261018898500	1	0	5	0	261
261018905000	1	0	7	0	261
261018912000	2	0	13	0	261
261018935700	1	0	9	1	261
261018942800	4	0	13	1	261
261018954000	2	0	5	1	261
261018954400	1	0	13	1	261
261018975900	4	0	17	1	261
261018979900	3	0	7	3	261
261018986000	3	0	19	1	261
261018992800	2	0	13	2	261
261018998200	2	0	7	0	261
261018998800	4	0	7	1	261
261019006200	1	0	3	0	261
261019006201	1	0	5	0	261
261019023500	5	0	5	1	261
261019047000	2	0	7	2	261
261019048900	1	0	7	0	261
261019050100	3	0	9	2	261
261019052000	2	0	9	0	261
261019059900	1	0	5	1	261
261019073000	1	0	9	2	261
261019073001	1	0	7	0	1322
261019113100	5	0	19	1	261
261019114100	1	0	7	1	261
261019116900	1	0	5	0	261
261019120300	2	0	9	1	261
261019122800	1	0	7	0	261
261019127700	1	0	9	3	261
261019135900	1	0	15	0	261
261019166000	1	0	7	2	261
261019174800	2	0	11	3	261
261019191200	2	0	9	1	261
261019221200	3	0	7	1	261
261019221900	2	0	5	0	261
261019223300	4	0	19	2	261
261019230800	1	0	11	2	261
261019248400	4	0	13	2	261
261019250500	2	0	7	1	261
261019251000	1	0	15	2	261
261019261300	1	0	13	2	261
261019265900	1	0	9	1	261
261019301700	3	0	9	1	261
261019310900	5	0	5	0	261
261019314100	1	0	5	0	261
261019317400	1	0	7	1	261
303000088501	6	0	11	2	115
306000132801	1	0	13	1	261
306000612801	1	0	7	1	261
306000624001	3	0	7	0	216
307000060901	3	0	9	1	227
309000033301	5	0	7	2	224
311000084700	1	0	15	1	311
311000099200	1	0	3	2	311
321000112101	1	0	11	2	4147
329000134800	1	0	5	1	329
329000173500	1	0	13	3	329
329000589001	2	0	7	2	4227
334000003200	1	0	3	1	334
337000002600	1	0	9	0	337
337000089000	1	0	9	1	337
339000012101	5	0	7	0	195
342000041400	1	0	11	0	342
351000192001	1	0	7	3	261
351000401900	1	0	5	3	351
351000724201	1	0	17	2	12
351000868301	2	0	9	1	261
351001048201	3	0	11	1	142
351001208000	1	0	11	1	351
351002011400	1	0	5	0	351
351002362500	1	0	9	1	351
351002566501	1	0	7	1	4198
351002641601	2	0	5	2	4141
351002731200	1	0	3	1	351
351003337401	2	0	7	2	1709
351003431201	1	0	5	1	2
351003586201	1	0	11	0	193
351003662601	2	0	7	1	83
351003773501	1	0	13	2	404
351004148200	1	0	15	1	351
351004335001	1	0	9	1	38
351004390601	1	0	11	1	4003
351004429200	1	0	15	2	351
351004462101	1	0	9	1	62
351004547701	4	0	11	2	261
351004878700	1	0	13	1	351
351004922600	1	0	5	0	351
351005041900	1	0	7	0	351
351005140001	1	0	3	1	2939
351005280901	2	0	7	3	198
351005309800	1	0	13	0	351
351006584901	4	0	13	2	261
352000011101	6	0	9	0	4082
352000101201	1	0	9	0	90
353000011301	3	0	15	0	33
353000041001	2	0	5	2	230
354000053801	3	0	5	1	4198
355000073901	3	0	9	1	115
355000245200	1	0	7	1	355
355000296401	1	0	15	1	243
355000950801	4	0	15	1	261
355001310101	2	0	7	1	216
355001485001	2	0	17	1	54
355001501100	1	0	11	1	355
355001586801	2	0	9	1	1706
355001604001	2	0	11	1	261
355001709101	1	0	5	2	1058
356000176901	2	0	9	1	88
356000307801	1	0	9	0	4566
356000311501	1	0	9	0	153
356000433900	1	0	11	0	356
359000068800	1	0	5	3	359
360000077400	1	0	13	2	360
360000183201	1	0	5	0	121
360000359401	2	0	9	1	1711
361000183300	1	0	11	1	361
361000340101	2	0	11	1	115
361000407800	1	0	11	1	361
363000159700	1	0	9	2	363
363000201701	4	0	11	3	138
363000227401	1	0	7	1	83
363000426201	1	0	5	0	242
363000539201	2	0	9	1	141
363000568201	4	0	9	1	217
371000405401	1	0	5	0	261
371000499500	1	0	7	2	371
371000551301	2	0	7	1	4039
371000618901	2	0	5	2	4031
371000886301	2	0	19	0	243
371000956001	1	0	15	0	153
371001255801	2	0	11	1	62
371001349201	1	0	5	0	3340
371001404201	2	0	7	1	142
371002209201	3	0	7	3	3340
372000104701	2	0	7	3	4021
383000124500	1	0	13	1	383
385000030700	1	0	17	1	385
402000022901	1	0	9	1	2939
404000042300	1	0	9	2	404
404000455501	2	0	11	1	1323
404000484101	4	0	17	2	96
405000056901	3	0	9	1	1706
409000004100	1	0	7	1	409
412000202301	2	0	7	2	4621
420000005001	2	0	5	1	261
420000099701	1	0	15	2	193
438000024800	1	0	7	0	438
438000040401	3	0	7	2	261
443000076201	1	0	5	0	115
492000014901	1	0	15	1	4005
492000024301	1	0	5	1	62
496000079901	2	0	7	1	53
502000029200	1	0	7	2	502
533000002901	1	0	7	1	4200
540000108000	1	0	11	1	540
541000009101	1	0	7	0	261
544000006501	1	0	3	0	230
544000016800	1	0	11	2	544
544000069000	2	0	19	2	544
546000079301	1	0	5	0	261
546000207501	4	0	9	2	230
546000335900	1	0	7	2	546
549000011101	2	0	5	0	261
551000150401	3	0	5	0	4023
552000015401	2	0	5	1	68
571000050801	1	0	15	2	115
576000033200	1	0	15	2	576
576000055700	1	0	15	1	576
579000011701	2	0	5	0	230
581000232700	1	0	13	3	590
584000107601	2	0	7	0	30
587000147801	5	0	9	1	142
593000082801	2	0	7	2	217
593000133101	1	0	13	1	54
607000000900	1	0	11	1	607
613000025301	2	0	9	1	213
619000096901	1	0	3	0	4092
623000033301	1	0	5	1	230
623000126901	2	0	15	2	1703
627000241200	1	0	7	1	627
627000406000	1	0	5	2	627
631000018600	1	0	5	1	631
632000137501	2	0	9	2	4146
664000009501	2	0	11	2	223
667000087900	1	0	7	1	667
668000101201	1	0	11	1	117
700000099801	1	0	11	2	1063
700000326101	1	0	15	0	72
743000038301	2	0	7	3	4048
743000096001	4	0	11	1	142
743000195801	2	0	9	2	180
743000269200	1	0	11	0	743
747000003800	1	0	9	1	747
748000001300	1	0	15	1	748
761000032500	1	0	9	2	761
766000016601	4	0	9	2	4024
768000209701	2	0	5	1	83
768000279801	1	0	5	0	261
768000527401	5	0	9	1	195
791000006001	2	0	7	1	1321
842000034301	1	0	11	1	2771
843000249901	1	0	9	0	1364
852000059200	1	0	9	1	852
855000040501	1	0	5	0	1703
855000164001	1	0	7	0	261
861000155501	3	0	13	0	1039
866000013201	4	0	15	0	62
869000009401	2	0	7	1	250
870000042701	4	0	9	1	261
870000096401	1	0	7	0	195
872000036500	1	0	11	2	872
880000049901	1	0	11	0	261
880000057401	3	0	5	1	261
881000003901	1	0	9	0	261
888000024001	2	0	7	2	261
902000326701	1	0	5	0	1701
928000030301	2	0	7	1	53
929000004800	1	0	13	2	929
929000128100	1	0	9	3	929
935000004600	1	0	11	2	935
935000017301	2	0	5	0	174
938000111801	3	0	11	2	1703
939000454801	1	0	5	0	141
942000067501	2	0	9	1	4203
942000344400	1	0	5	1	942
942000440201	1	0	7	2	118
942000776201	2	0	7	0	261
942000866200	1	0	11	2	942
942001078701	1	0	5	0	62
942001621801	2	0	5	1	1039
951000007000	1	0	11	2	951
954000107601	2	0	5	1	180
954000167901	1	0	11	3	4008
956000023601	1	0	11	1	4566
979000020300	1	0	11	1	979
983000046000	1	0	7	1	983
983000057401	4	0	9	0	121
992000020900	1	0	15	3	992
1003000102600	1	0	11	1	1003
1008000032701	1	0	11	1	220
1021000016000	2	0	13	3	1021
1021000031500	2	0	5	2	1021
1023000010700	5	0	9	2	1023
1023000017200	4	0	5	1	1023
1023000024600	1	0	5	1	1023
1023000061400	4	0	19	1	1023
1023000077800	4	0	7	1	1023
1023000090300	4	0	15	2	1023
1023000099600	4	0	11	1	1023
1024000022700	1	0	9	2	1024
1024000042900	1	0	5	1	1024
1024000143700	1	0	19	1	1024
1024000175701	1	0	5	1	248
1024000179000	1	0	11	1	1024
1024000250201	2	0	7	1	191
1024000294700	1	0	11	2	1024
1024000494100	2	0	7	0	1024
1024000508500	1	0	9	3	1024
1024000534400	1	0	11	2	1024
1024000600800	1	0	11	2	1024
1024000680601	6	0	11	1	198
1024000862501	2	0	5	1	1702
1024001077701	2	0	9	1	137
1024001107100	1	0	9	0	1024
1024001123301	1	0	17	2	956
1024001178500	1	0	5	1	1024
1026000011700	1	0	5	1	1026
1026000015200	1	0	9	1	1026
1026000039300	3	0	11	0	1026
1026000061000	1	0	9	1	1026
1026000090700	2	0	11	2	1026
1026000109000	2	0	5	2	1026
1026000110500	2	0	11	1	1026
1026000121900	2	0	7	3	1026
1026000123400	2	0	19	0	1026
1026000131500	2	0	7	2	1026
1030000039000	1	0	3	0	1030
1030000055400	2	0	3	1	1030
1030000068600	1	0	5	0	1030
1030000100900	2	0	7	2	1030
1030000133500	3	0	13	1	1030
1030000156300	1	0	9	2	1030
1030000171000	3	0	19	0	1030
1030000171700	4	0	11	1	1030
1031000013800	4	0	9	1	1031
1031000013801	4	0	17	1	4045
1031000016700	1	0	7	2	1031
1031000020300	5	0	9	2	1031
1031000020700	4	0	7	1	1031
1031000035500	5	0	11	1	1031
1031000062900	4	0	9	1	1031
1031000112800	1	0	3	0	1031
1031000121300	2	0	19	2	1031
1031000124900	1	0	13	1	1031
1031000138300	3	0	19	2	1031
1031000142500	2	0	7	2	1031
1031000158100	1	0	19	1	1032
1031000158400	4	0	5	3	1031
1031000186800	3	0	9	2	1031
1031000187600	3	0	9	1	1031
1031000191200	2	0	5	1	1031
1031000205400	5	0	7	2	1031
1031000240000	5	0	9	2	1031
1031000245000	2	0	15	1	1031
1031000248100	2	0	7	1	1031
1031000278100	2	0	7	1	1031
1031000280400	6	0	5	0	1031
1031000280401	6	0	5	1	261
1031000281300	4	0	15	2	1031
1031000302300	5	0	11	2	1031
1031000315400	4	0	15	3	1031
1031000317100	3	0	5	0	1031
1031000318500	5	0	5	1	1031
1031000332100	3	0	7	0	1031
1032000007200	2	0	19	1	1032
1032000031900	3	0	7	2	1032
1032000038900	4	0	17	1	1032
1032000047900	4	0	9	3	1032
